time,x,y,z,phi,theta,psi
39.5592511767406,8.28907024561613,9.92859501018961,2.66509752785616,0.0130943968675458,-0.0758857446210324,-0.00368243702413879
39.8063022747419,8.22960781456921,9.94710003734269,2.671278049782,0.00976747349521202,-0.0324646230577419,-0.00288838529551515
40,8.16809289089459,9.95744880026029,2.67662263689098,0.00746890107637003,0.0121510841380597,-0.00237089817670677
40.3530844503664,8.07683075798407,9.96967743873734,2.68756374540723,0.00411163306247531,0.0715736884619209,-0.00190308852173738
40.5709299897851,8.05946219570016,9.97437216526643,2.69402694110777,0.00259615463752599,0.0846293612029379,-0.00182333509312388
40.7386679507101,8.07238523439224,9.9770730069281,2.69846114972872,0.00171068963063263,0.0778786356066588,-0.00183331451444892
40.9064059116351,8.10627363495152,9.97925699043803,2.70260017616708,0.00105309009955514,0.0486945320502885,-0.00191993296866407
41,8.13158694687869,9.98032553570133,2.70494745020262,0.000778353320980523,0.0275003466574763,-0.00195816280148912
41.3535011363575,8.23307243547372,9.98388264107349,2.71487707656509,0.000202892005871002,-0.0477708367938809,-0.00197975770778043
41.7066391204257,8.2804393631929,9.9872433878474,2.72508951353712,0.000122895450333988,-0.082163435434069,-0.00192598736262903
41.8735393954913,8.26989605398882,9.98884156743179,2.72925362637737,0.000184620704160761,-0.079804803011733,-0.00190585571299854
42,8.24749666996436,9.99004715821274,2.73213097443915,0.000254358075669234,-0.0622842389469477,-0.00193493911853828
42.2335747492835,8.18372478894367,9.99220345342945,2.73744883539375,0.000390417716519993,-0.0108510728570388,-0.00197784360352953
42.5779724915098,8.08676700173551,9.99499012110061,2.74634879100218,0.000546943793602929,0.0575175171960257,-0.00195204051833872
42.8379428403843,8.05250952043657,9.99660855885154,2.75294689140809,0.000586530933992697,0.0815244141521022,-0.00192257394155293
43,8.05749237306692,9.99737141754601,2.75646570167376,0.000568904297368493,0.0821749254901965,-0.00191292752441813
43.1527204537109,8.08118180877484,9.99792000297655,2.75936740650314,0.000523419706193657,0.0635609318719567,-0.00196449222645286
43.3352737438887,8.12767308996241,9.99838419177543,2.76271839427174,0.000449764558246789,0.0245741057073578,-0.00203836006317603
43.681555963406,8.22673382781031,9.99886250499014,2.76998783243182,0.000278949698006884,-0.04836251905458,-0.00206892315706201
44,8.27251314757598,9.99909992038397,2.77674521257572,0.000133499224850657,-0.0809479340604351,-0.0020300616869391
44.1745572966126,8.26529058950039,9.99923023189691,2.77974395998703,8.05255394368178e-05,-0.0808071883929887,-0.00200652689814943
44.3491145932252,8.23458927662362,9.99938302671286,2.78225648233776,5.23688749468768e-05,-0.0562441509983989,-0.00204599727931599
44.5640630283166,8.17530852322728,9.99959356830029,2.78534477828561,3.71040000744871e-05,-0.00811419787557521,-0.00208699587041379
44.9112578077043,8.08061951000427,9.99989410819155,2.79131001497592,4.72256960982052e-05,0.0591530645483164,-0.00206646478500664
45,8.06483855422671,9.99994523788687,2.79286294618986,5.16301935233415e-05,0.0697832347965029,-0.00205414480338607
45.2342431986959,8.05041924903625,10.0000047934405,2.79642117023414,5.47343902184884e-05,0.0830478091870187,-0.00201700446995752
45.4684863973917,8.07925712745151,9.99994840947042,2.79899783085827,3.42157893311746e-05,0.0630424349459952,-0.00203971763257636
45.7154760980515,8.14447737432766,9.99979816355741,2.80149911905132,3.18418828423701e-06,0.00931918884792797,-0.0020810239139605
46,8.22470557801794,9.99961373368028,2.80517870512519,-3.75844273024436e-05,-0.0487440024657857,-0.00205845462576204
46.3612426955414,8.26976789850999,9.99954040850597,2.80967493487615,-6.41131722299409e-05,-0.082208518521329,-0.00199501716020217
46.4609754823028,8.2648844446251,9.99956866932585,2.81054895404597,-6.05712133523399e-05,-0.0820998706675563,-0.00197808147500915
46.5607082690642,8.25206104275982,9.99961851922292,2.81124931908592,-5.04485440868086e-05,-0.073411913771592,-0.00198902533867003
46.7146652680565,8.2188675604692,9.99973134848842,2.81215879495751,-2.87837263428074e-05,-0.0455479162445707,-0.00203483932275425
47,8.13572794712437,9.99999786938477,2.81427251520659,1.69055545640673e-05,0.0191231357878423,-0.00206624283447094
47.3488724123089,8.05735069094847,10.0002539295883,2.81774784941225,6.822964824926e-05,0.0730168132197355,-0.00202777983931922
47.6152035230995,8.05163633074529,10.0002894318818,2.81960257737728,7.53425492357888e-05,0.0824670449502719,-0.00198599261844199
47.7975077972144,8.07989346168584,10.000219885728,2.82020025096001,5.61566931490759e-05,0.0613614596356139,-0.00202193245018621
47.9798120713293,8.1276684185524,10.0000928247413,2.82071734929221,2.9003727222472e-05,0.0219683854566346,-0.00206864808257979
48,8.13364682606088,10.00007659139,2.82079358059618,2.57844050562074e-05,0.0172533281057766,-0.00207155905253049
48.1009396433537,8.16419875760943,9.99999277309577,2.82126109186851,8.95012018635344e-06,-0.00603597412898814,-0.00207894115003033
48.464907403267,8.25473450556111,9.99973640798002,2.82374513175158,-5.06355918045503e-05,-0.0687936372033317,-0.00204673182362729
48.6638828969456,8.27141815980632,9.99968635081298,2.82483985514217,-6.60712185805087e-05,-0.0822084977015959,-0.0020159778638835
48.8628583906243,8.25669377043312,9.99972461590836,2.82525591787382,-5.95196662674865e-05,-0.076709020255626,-0.00200277433206194
49,8.22918404810373,9.99979942192225,2.82525622232926,-4.31071419994074e-05,-0.0540346635435667,-0.00204694105489256
49.3627594785738,8.12372926381823,10.0000932280174,2.82591200043706,1.14525392490341e-05,0.0272997526567656,-0.00209595182367267
49.7066954390403,8.05153744866866,10.0003022241749,2.82762746760582,6.11018494560416e-05,0.0762165501627258,-0.00205817110894725
50,8.05560316990663,10.0002940608325,2.82806065360785,6.31456504298394e-05,0.0784327583904515,-0.00202704926908991
